name,stores,released,rating,rating_top,ratings_count,suggestions_count,reviews_count,parent_platforms,genres
Block Factory,Steam,2025-07-11,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
Trade Rivals - Goblin Age,Steam,2025-07-14,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Asteroid Requiem,Steam,2025-07-14,0.0,0,0,0,0,PC,"Casual, Action"
You Are The Code,Steam,2025-07-14,0.0,0,0,0,0,PC,"Indie, Simulation"
Rogue Piñatas: VRmageddon,Steam,2025-07-14,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Warspace 2,Steam,2025-07-14,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Action, RPG"
Rage Room: Catharsis,Steam,2025-07-14,0.0,0,0,0,0,PC,"Casual, Simulation"
Flowtris,Steam,2025-07-14,0.0,0,0,0,0,PC,Casual
My Fishing Desktop,Steam,2025-07-15,0.0,0,0,0,0,PC,"Adventure, Casual, Simulation, Sports, Indie"
Observer Protocol: The Station - Second Shift,Steam,2025-07-15,0.0,0,0,0,0,PC,"Indie, Simulation"
Lone Planet,Steam,2025-07-14,0.0,0,0,0,0,"PC, Linux","Indie, Adventure"
Dude Called Barry,Steam,2025-07-15,0.0,0,0,0,0,PC,Indie
Ultimate Dunk Shooter,Steam,2025-07-15,0.0,0,0,0,0,PC,"Casual, Sports"
One Step Further,Steam,2025-07-15,0.0,0,0,0,0,PC,"Adventure, Action, Simulation"
Trans Theft Horso,Steam,2025-07-15,0.0,0,0,0,0,"PC, Apple Macintosh","Adventure, RPG"
Church Crew,Steam,2025-07-15,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Skull Hotel,Steam,2025-07-15,0.0,0,0,0,0,PC,"Indie, Action"
CARGOGO,Steam,2025-07-15,0.0,0,0,0,0,PC,"Casual, Racing"
Worm Wars,Steam,2025-07-16,0.0,0,0,0,0,PC,"Casual, Indie"
Fatebound Cards: Sundering Cities,Steam,2025-07-16,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Worship,Steam,2025-07-16,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Lunera,Steam,2025-07-16,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
A-RED Walking Robot,Steam,2025-07-16,0.0,0,0,0,0,"PC, Linux","Adventure, Action, Casual, Simulation, Indie"
Rugby League 26,Steam,2025-07-16,0.0,0,0,0,0,PC,"Simulation, Sports"
Kip 2: Beyond Boundaries,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Adventure"
Wanna Get Lucky?,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Adventure"
工廈 Warehouse,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Adventure"
迷滅,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Adventure"
Sound of Summer Thunder: Day 1,Steam,2025-07-17,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
フィアリウム,Steam,2025-07-17,0.0,0,0,0,0,PC,Adventure
from by,Steam,2025-07-17,0.0,0,0,0,0,PC,"Racing, Adventure, Action, RPG, Casual, Sports, Indie"
Quantum Threshold,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Runa Illustra,Steam,2025-07-17,0.0,0,0,0,0,PC,"Indie, Adventure"
The Drifter: Pixels and Synths Bundle,GOG,2025-07-16,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",
Heading Over It with The Twins,Steam,2025-07-15,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Sublime element,Steam,2025-07-17,0.0,0,0,0,0,"PC, Linux","Casual, Indie"
Happy Surprise Garden,Steam,2025-07-13,0.0,0,0,0,0,PC,"Indie, Adventure"
Pinsky Protocol,Steam,2025-07-14,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Tower Arena Survive,Steam,2025-07-13,0.0,0,0,0,0,PC,"Strategy, Indie"
MoteMancer,Steam,2025-07-14,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
Arashi Gaiden,Steam,2025-07-14,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Old Thiess: The Werewolf’s Trial,Steam,2025-07-14,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Where's My Hentai Deck? Castle Hunt,Steam,2025-07-16,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
Treasure Hunters: Prologue,Steam,2025-07-17,0.0,0,0,170,0,PC,"Indie, Adventure, Action, Simulation"
The Paper Arcade: Pong,Steam,2025-07-17,0.0,0,0,0,0,PC,"Action, Casual, Strategy, Sports, Indie"
硬汉猫猫：手法大师,Steam,2025-07-19,0.0,0,0,0,0,PC,"Casual, Indie"
EXPEDITION TO THE BACKROOMS,Steam,2025-07-20,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Silent Tales‌: Vermilion Embers,Steam,2025-07-18,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, RPG"
Aenigmarch,Steam,2025-07-18,0.0,0,0,0,0,"PC, Linux","Indie, Adventure"
Fluffy Showdown,Steam,2025-07-17,0.0,0,0,0,0,PC,Action
ReCharge RC: High Voltage,Steam,2025-07-18,0.0,0,0,0,0,PC,"Racing, Action, Simulation, Sports, Indie"
悟空传奇,Steam,2025-07-18,0.0,0,0,0,0,PC,"Action, RPG, Casual, Strategy, Indie, Massively Multiplayer"
MightyKingdom,Steam,2025-07-18,0.0,0,0,0,0,PC,"Strategy, Indie"
I commissioned some snails 4,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Indie"
Mellstroy Survivor,Steam,2025-07-20,0.0,0,0,0,0,PC,"Casual, Indie, Action, RPG"
あれぐろもるとをきくゲーム,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Simulation"
NeverHome - Tower of Vanity,Steam,2025-07-18,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
The Starlit Oasis,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Indie"
Curyeux,Steam,2025-07-18,0.0,0,0,0,0,PC,"Adventure, Action"
The Unseen Fears: Outlive Collector's Edition,Steam,2025-07-18,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Adventure"
Echo Protocol: Escape Room,Steam,2025-07-18,0.0,0,0,0,0,"PC, Linux","Indie, Adventure"
草地清理工,Steam,2025-07-18,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Indie"
Favela Defender,Steam,2025-07-18,0.0,0,0,0,0,PC,Strategy
Smoke Shop Simulator,Steam,2025-07-18,0.0,0,0,0,0,PC,"Action, Casual, Strategy, Simulation, Indie"
Humanity's Last Hope,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
원 샷(One Shot),Steam,2025-07-19,0.0,0,0,0,0,PC,"Indie, Action"
Nasubi Room,Steam,2025-07-19,0.0,0,0,0,0,PC,"Indie, Simulation"
Mikoto and the Succubus Island,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
POGO Stadium,Steam,2025-07-18,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
Super Shootout,Steam,2025-07-20,0.0,0,0,0,0,PC,Action
Rebound Rush,Steam,2025-07-19,0.0,0,0,0,0,PC,"Indie, Action, Sports"
Real Life Flappy Bird,Steam,2025-07-19,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation, Sports"
Street Errands,Steam,2025-07-19,0.0,0,0,0,0,PC,"Casual, Action"
Dominated by: Yandere Goth Mommy,Steam,2025-07-17,0.0,0,0,192,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
Shop Mistress NTR,Steam,2025-07-17,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
The Cheated Man's Revenge: Triple the Payback,Steam,2025-07-24,0.0,0,0,0,0,PC,Casual
Mini Painter,Steam,2025-07-24,0.0,0,0,0,0,PC,Casual
FoMO,Steam,2025-07-21,0.0,0,0,0,0,PC,Indie
Jampa Buggys,Steam,2025-07-21,0.0,0,0,0,0,PC,"Casual, Racing, Indie, Sports"
Steve's Warehouse: Physics. Roguelike. Chaos.,Steam,2025-07-22,0.0,0,0,0,0,PC,"Strategy, Indie"
Hop Drop,Steam,2025-07-22,0.0,0,0,0,0,PC,"Racing, Indie, Action"
Resonant Blade,Steam,2025-07-22,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Ice Dodo,Steam,2025-07-22,0.0,0,0,0,0,"PC, Apple Macintosh","Racing, Adventure, Action, Casual, Indie"
Eyes Behind,Steam,2025-07-22,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
"Run, Veggies!",Steam,2025-07-23,0.0,0,0,0,0,PC,Adventure
Project Cottontails,Steam,2025-07-23,0.0,0,0,0,0,PC,"Indie, Adventure"
Clutchtime: Basketball Deckbuilder,Steam,2025-07-24,0.0,0,0,0,0,PC,"Strategy, Indie, Sports"
Wise in the Heights,Steam,2025-07-24,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
INSERT GAME HERE,Steam,2025-07-23,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, Action"
The Abyssal Descent,Steam,2025-07-23,0.0,0,0,0,0,PC,"Indie, Action"
合金子弹,Steam,2025-07-23,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure"
The Dreamcatcher,Steam,2025-07-23,0.0,0,0,0,0,"PC, Linux","Casual, Adventure"
hololive GoroGoro Mountain,Steam,2025-07-23,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie, Action"
Find My Frogs,Steam,2025-07-23,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
lone.AI,Steam,2025-07-23,0.0,0,0,0,0,PC,"Indie, Action, RPG"
CountUp,Steam,2025-07-23,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Console Shop Simulator,Steam,2025-07-20,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
SkateRPG,Steam,2025-07-23,0.0,0,0,0,0,PC,"Indie, RPG"
Samurai Frog,Steam,2025-07-22,0.0,0,0,0,0,PC,"Indie, Action"
Kick'n Hell,Steam,2025-07-21,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Block Pile,Steam,2025-07-21,0.0,0,0,0,0,PC,"Casual, Indie"
Craggenrock,Steam,2025-07-21,0.0,0,0,0,0,PC,"Indie, RPG, Simulation"
Poker Crush,Steam,2025-07-21,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Rezarus,Steam,2025-07-21,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Yacht Dice Family,Steam,2025-07-22,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
BurnerSphere,Steam,2025-07-22,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Massively Multiplayer, Simulation"
Rat's Contracts,Steam,2025-07-22,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Adventure"
报答老板,Steam,2025-07-22,0.0,0,0,0,0,PC,"Indie, Action"
Home for Friends: Beloved Pets Collector's Edition,Steam,2025-07-22,0.0,0,0,0,0,PC,"Casual, Adventure"
Scooter Slayer,Steam,2025-07-23,0.0,0,0,0,0,PC,"Casual, Racing, Indie"
A Tale of Brothers,Steam,2025-07-23,0.0,0,0,0,0,PC,"Indie, RPG"
Digitalink,Steam,2025-07-24,0.0,0,0,0,0,PC,Adventure
Silent Still 2,Steam,2025-07-24,0.0,0,0,0,0,PC,"Indie, Simulation"
Anomaly 13,Steam,2025-07-24,0.0,0,0,0,0,PC,Adventure
ByteRogue,Steam,2025-07-24,0.0,0,0,0,0,PC,"Strategy, Indie"
Brave Glin in Fairyaria,Steam,2025-07-24,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
JoyJoyDungeon,Steam,2025-07-24,0.0,0,0,0,0,PC,"Indie, Action, RPG"
QBob: Remastered,Steam,2025-07-24,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Action"
Vox Populi: Australia 2025,Steam,2025-05-02,0.0,0,0,99,0,PC,"Strategy, Simulation"
Ødeborg,Steam,2025-08-04,0.0,0,0,0,0,PC,"Indie, Adventure"
Travel Cuisine 2: Sweet Life,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure, Simulation"
Hot Pot Game,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Indie"
Dominated by: Yandere Goth Femdom Girlfriend,Steam,2025-08-07,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
Sky Dreamer,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Dicey Words,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Blade And Dragon VR,Steam,2025-08-03,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Dead In Your TrackZ,Steam,2025-08-03,0.0,0,0,0,0,PC,"Indie, Action"
iRobot Factory,Steam,2025-08-03,0.0,0,0,0,0,PC,"Indie, Simulation"
Slime In Abysm,Steam,2025-08-04,0.0,0,0,0,0,PC,"Adventure, Action"
Bouncing Buds,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Action"
TEXNOPLAZM,Steam,2025-08-04,0.0,0,0,0,0,PC,"Indie, Action"
Your letter has been rejected.,Steam,2025-08-04,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
Gold Defence,Steam,2025-08-04,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Strategy, Simulation, Sports"
群島物語 - 實習鍊金術士的 90 天之旅,Steam,2025-08-04,0.0,0,0,0,0,PC,"Indie, Adventure, RPG, Simulation"
Web Host Simulator,Steam,2025-08-06,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Strategy, Indie, Simulation"
Majoris Nightmare,Steam,2025-08-06,0.0,0,0,0,0,PC,"Indie, Action"
Under the Table,Steam,2025-08-06,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Adventure"
Before you get trapped in the black lilies.,Steam,2025-08-07,0.0,0,0,0,0,PC,"Adventure, RPG"
限界シェフ,Steam,2025-08-07,0.0,0,0,0,0,PC,Indie
Full Contact,Steam,2025-08-05,0.0,0,0,0,0,PC,Action
Gigantes Ex Machina,Steam,2025-08-05,0.0,0,0,0,0,PC,"Indie, Action, Simulation"
WordScoop With Gelato the Otter,Steam,2025-08-05,0.0,0,0,0,0,"PC, Linux","Casual, Indie"
Myth Finders,Steam,2025-08-05,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure, Simulation"
HauntedManager,Steam,2025-08-06,0.0,0,0,0,0,PC,"Strategy, Indie"
Uppies!,Steam,2025-08-05,0.0,0,0,0,0,PC,"Casual, Indie"
Damned 2,Steam,2025-08-07,0.0,0,0,0,0,PC,"Indie, Action"
Sands of Hope,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Velocity Racing: 1000,Steam,2025-08-04,0.0,0,0,0,0,PC,"Racing, Indie, Simulation"
[English] AbsentedAge 2: Ghostbound,Steam,2025-08-04,0.0,0,0,0,0,PC,"Action, RPG"
Hentai Celestia,Steam,2025-08-07,0.0,0,0,0,0,PC,Casual
S.T.A.L.K.E.R. 2: Heart of Chornobyl - Deluxe to Ultimate Upgrade,GOG,2025-08-06,0.0,0,0,0,0,PC,
S.T.A.L.K.E.R. 2: Heart of Chornobyl - Standard to Deluxe Upgrade,GOG,2025-08-06,0.0,0,0,0,0,PC,
Soviet Survival,Steam,2025-08-07,0.0,0,0,0,0,PC,"Adventure, Action"
Sizzle & Stack,Steam,2025-08-05,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Indie, Simulation"
BoysQuest Find the Difference,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Indie"
BrainRot Battle,Steam,2025-08-05,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
一意孤行 The blood's way,Steam,2025-08-05,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Fitly,Steam,2025-08-04,0.0,0,0,0,0,PC,"Casual, Indie"
Little Laps,Steam,2025-08-05,0.0,0,0,0,0,PC,"Casual, Racing, Sports"
Ryder,Steam,2025-08-06,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Car Tuning Garage Simulator,Steam,2025-08-06,0.0,0,0,0,0,PC,"Racing, Simulation"
Laura Lustful Secrets,Steam,2025-08-07,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Indie
Chrono Space 7,Steam,2025-08-07,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Bandits vs Lords: Epic Clash,Steam,2025-08-07,0.0,0,0,0,0,PC,"Casual, Strategy, Massively Multiplayer, RPG"
Cozy Gardener Simulator,Steam,2025-08-07,0.0,0,0,0,0,PC,"Indie, Simulation"
Sweet Room,Steam,2025-08-07,0.0,0,0,0,0,PC,"Casual, Indie"
Sudoku-X,Steam,2025-08-07,0.0,0,0,0,0,PC,"Casual, Indie"
Final Signature,Steam,2025-08-08,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Simulation, Indie"
Hentai Clicker: Midori is streaming,Steam,2025-08-08,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
日月谜书 MidnattsSol,Steam,2025-08-08,0.0,0,0,0,0,PC,"Strategy, Indie, RPG"
Quiz Kingdom: Elementary Math Kids RPG,Steam,2025-08-08,0.0,0,0,0,0,PC,RPG
Reyher Austerich's Garden worlds Adventure,Steam,2025-08-10,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
100 Greece Cats,Steam,2025-08-10,0.0,0,0,0,0,PC,"Casual, Indie"
Lightcore Guardians,Steam,2025-08-08,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, RPG"
Suika Sprunki Edition,Steam,2025-08-08,0.0,0,0,0,0,PC,Casual
A Blocc World,Steam,2025-08-08,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Indie"
Maze Estate Escape,Steam,2025-08-08,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Grim Tales: Prisoners of the Past Collector's Edition,Steam,2025-08-08,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Adventure"
Come To An End,Steam,2025-08-08,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Broken Defense,Steam,2025-08-09,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Hexa Harmony,Steam,2025-08-09,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Master of Piece: Prologue,Steam,2025-08-21,0.0,0,0,0,0,"PC, Apple Macintosh",Strategy
Harvested,Steam,2025-08-21,0.0,0,0,280,0,PC,"Strategy, Indie, Action"
Trials of Yarbil,Steam,2025-08-22,0.0,0,0,0,0,PC,"Strategy, Action"
Boll's Journey,Steam,2025-08-24,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Blue Hawaii Aniki's Soft Ore Demand DEBUT,Steam,2025-08-21,0.0,0,0,0,0,PC,Adventure
Island Notes,Steam,2025-08-21,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
AI Spelcraft,Steam,2025-08-22,0.0,0,0,0,0,PC,Simulation
Goblin Adventure: Free from Lore,Steam,2025-08-22,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
One Button Defense,Steam,2025-08-22,0.0,0,0,0,0,PC,"Casual, Indie"
Kono Aozora ni Yakusoku o Refine,Steam,2025-08-22,0.0,0,0,0,0,PC,"Casual, Adventure"
Hentai Train,Steam,2025-08-22,0.0,0,0,0,0,PC,"Casual, Indie"
Chicklet,Steam,2025-08-22,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
Purrrification,Steam,2025-08-22,0.0,0,0,0,0,PC,"Indie, Adventure"
DEATH TRAIN!!! Samara – Voronezh.,Steam,2025-08-22,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
Gothic Clicker,Steam,2025-08-22,0.0,0,0,0,0,PC,RPG
飢界,Steam,2025-08-24,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Bounce Cat,Steam,2025-08-22,0.0,0,0,0,0,PC,"Indie, Adventure"
Guardian of Altai,Steam,2025-08-22,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie, Action"
INK ENIGMA: Hidden Object Challenges,Steam,2025-08-22,0.0,0,0,0,0,PC,"Casual, Indie"
Obnulenie,Steam,2025-08-22,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Where’s My Futa Deck? Bonekeep,Steam,2025-08-23,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
Space Mantlet,Steam,2025-08-23,0.0,0,0,0,0,"PC, Linux","Strategy, Indie"
GUG,Steam,2025-08-24,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Pharaoh's Leap,Steam,2025-08-24,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Strategy, Simulation, Sports"
Orbital Siege,Steam,2025-08-24,0.0,0,0,0,0,PC,"Indie, Action"
Night Patrol Rules,Steam,2025-08-24,0.0,0,0,0,0,PC,Adventure
游郭惊梦,Steam,2025-08-16,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
2 Bows 1 Arrow,Steam,2025-08-16,0.0,0,0,0,0,PC,"Adventure, Action"
Ondine: Prototype,Steam,2025-08-15,0.0,0,0,0,0,"PC, Apple Macintosh",Action
Shellborne,Steam,2025-08-17,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Jixo 3: Hidden Horizons Collector's Edition,Steam,2025-08-15,0.0,0,0,0,0,"PC, Apple Macintosh",Casual
The Milkwoman,Steam,2025-08-15,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
The Giant Crab in Space,Steam,2025-08-15,0.0,0,0,0,0,PC,"Indie, Action, Simulation"
Run Chicken Run,Steam,2025-08-15,0.0,0,0,0,0,PC,"Casual, Indie"
QuickFire,Steam,2025-08-14,0.0,0,0,0,0,PC,"Strategy, Indie"
One Night of Romance with my waifu,Steam,2025-08-15,0.0,0,0,0,0,PC,Simulation
Trials of interspecies Sisters~Erotic exchange with Humans~,Steam,2025-08-15,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Revolution Editions - Shadow & Steel,Steam,2025-08-15,0.0,0,0,0,0,PC,Adventure
Project X: Light Years,Steam,2025-08-15,0.0,0,0,0,0,"PC, Linux","Indie, Action"
日進月歩,Steam,2025-08-15,0.0,0,0,0,0,PC,"Indie, Adventure"
7821 Akuji,Steam,2025-08-16,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
5 Min Space Battle,Steam,2025-08-14,0.0,0,0,0,0,PC,Indie
Cockroach!,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Indie"
Stellar Code,Steam,2025-08-15,0.0,0,0,0,0,PC,"Indie, Adventure"
100 Sea Cats,Steam,2025-08-17,0.0,0,0,0,0,PC,"Casual, Indie"
Paw Loot,Steam,2025-08-15,0.0,0,0,0,0,PC,Casual
Phantasos Now,Steam,2025-08-15,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Dreaming on the last light 人偶馆绮幻夜,Steam,2025-08-17,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
Devil's Tower,Steam,2025-08-15,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, RPG"
MEMASIKI IS MY 2007TH,Steam,2025-08-15,0.0,0,0,0,0,PC,"Casual, RPG, Simulation, Sports"
A Spooky Item Game,Steam,2025-08-15,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Simulation"
AngelShot - Chapter 1,Steam,2025-01-01,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Gun Reflex VR,Steam,2025-01-01,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Lovely Anime Puzzle: Lunar,Steam,2025-01-01,0.0,0,0,0,0,PC,"Casual, Indie"
Room Escape: Open Doors,Steam,2025-01-01,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Panda Runner,Steam,2025-01-01,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Only The Lost Shall See,Steam,2025-01-01,0.0,0,0,0,0,PC,Casual
Escape from Irene,Steam,2025-01-01,0.0,0,0,0,0,PC,"Indie, Adventure"
No More Noise,Steam,2025-01-01,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Odd Machines: Lost Artifacts,Steam,2025-01-02,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Strategy, Adventure"
ZipSokoban,Steam,2025-01-02,0.0,0,0,0,0,PC,Casual
The Life and Times of Daniel Vastberaden,Steam,2025-01-02,0.0,0,0,0,0,PC,"Indie, Adventure"
Ordinary World the Video Game,Steam,2025-01-05,0.0,0,0,0,0,PC,"Casual, Indie"
Jigsaw Swimsuit,Steam,2025-01-02,0.0,0,0,0,0,"PC, Linux","Casual, Indie"
Gnome adventure,Steam,2025-01-03,0.0,0,0,0,0,PC,"Casual, Indie, Strategy, Adventure"
Julian & Friends,Steam,2025-01-03,0.0,0,0,0,0,PC,Indie
Near-Death-Expedition,Steam,2025-01-03,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Adventure"
Gridiron Grilling: The Refusal of the Garden,Steam,2025-01-03,0.0,0,0,0,0,PC,Strategy
Pest Control in the Crypt,Steam,2025-01-03,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Re shrinking conflict: VR indoor air battle,Steam,2025-01-03,0.0,0,0,0,0,PC,"Casual, Action, Simulation"
少女地獄カルデア｜Galaxy Express Chaldea,Steam,2025-01-04,0.0,0,0,0,0,PC,"Casual, Adventure, Simulation"
101 Cats Hidden in Rome,Steam,2025-01-03,0.0,0,0,0,0,PC,"Casual, Indie"
Robot Run,Steam,2025-01-04,0.0,0,0,0,0,PC,Casual
Exit Station 7,Steam,2025-01-09,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
Pink Devil,Steam,2025-01-05,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
The Basement Ritual,Steam,2025-01-05,0.0,0,0,0,0,PC,"Casual, Indie"
PictoRobot,Steam,2025-01-06,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Hentai Clicker: Kristina is streaming,Steam,2025-01-06,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
the Friendly Droppets,Steam,2025-01-06,0.0,0,0,0,0,PC,"Casual, Indie"
Lord of Darkness: Celebration,Steam,2025-01-06,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
Fortune Cookie,Steam,2025-01-06,0.0,0,0,0,0,PC,"Casual, Indie"
Chemical Plant Worker Simulator,Steam,2025-01-07,0.0,0,0,0,0,PC,"Casual, Indie, RPG, Simulation"
Hullbreaker,Steam,2025-01-07,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Beyond The Tales,Steam,2025-01-07,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
338338,Steam,2025-01-08,0.0,0,0,0,0,PC,"Casual, Indie, Strategy, Adventure"
Strange Monsters Memory,Steam,2025-01-09,0.0,0,0,0,0,PC,Indie
Commander Tiberius Troubleson,Steam,2025-01-08,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Clavis Kinkygate: Treasure of Danau River,Steam,2025-01-08,0.0,0,0,0,0,PC,"Casual, Adventure, Simulation"
たんぼ,Steam,2025-01-09,0.0,0,0,0,0,PC,"Indie, Adventure"
Robinson Alchemy,Steam,2025-01-09,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
Die by Anything,Steam,2025-01-09,0.0,0,0,0,0,PC,"Casual, Indie"
Involve,Steam,2025-01-08,0.0,0,0,0,0,PC,"Casual, RPG"
